,confirm,country,date,continent
7320,10507.0,智利,2020.04.21,南美洲
7321,10128.0,厄瓜多尔,2020.04.21,南美洲
7322,9737.0,波兰,2020.04.21,欧洲
7323,9242.0,罗马尼亚,2020.04.21,欧洲
7324,9216.0,巴基斯坦,2020.04.21,亚洲
7325,9125.0,新加坡,2020.04.21,亚洲
7326,8772.0,墨西哥,2020.04.21,北美洲
7327,7891.0,丹麦,2020.04.21,欧洲
7328,7755.0,阿联酋,2020.04.21,亚洲
7329,7191.0,挪威,2020.04.21,欧洲
7330,7135.0,印度尼西亚,2020.04.21,亚洲
7331,6630.0,塞尔维亚,2020.04.21,欧洲
7332,6599.0,菲律宾,2020.04.21,亚洲
7333,6547.0,澳大利亚,2020.04.21,大洋洲
7334,6533.0,卡塔尔,2020.04.21,亚洲
7335,6264.0,白俄罗斯,2020.04.21,欧洲
7336,6125.0,乌克兰,2020.04.21,欧洲
7337,5482.0,马来西亚,2020.04.21,亚洲
7338,4964.0,多米尼加,2020.04.21,北美洲
7339,4658.0,巴拿马,2020.04.21,北美洲
7340,4014.0,芬兰,2020.04.21,欧洲
7341,3977.0,哥伦比亚,2020.04.21,南美洲
7342,3558.0,卢森堡,2020.04.21,欧洲
7343,3333.0,埃及,2020.04.21,非洲
7344,3300.0,南非,2020.04.21,非洲
7345,3186.0,摩洛哥,2020.04.21,非洲
7346,3031.0,阿根廷,2020.04.21,南美洲
7347,2811.0,泰国,2020.04.21,亚洲
7348,2718.0,阿尔及利亚,2020.04.21,非洲
7349,2245.0,希腊,2020.04.21,欧洲
7350,2098.0,匈牙利,2020.04.21,欧洲
7351,2080.0,科威特,2020.04.21,亚洲
7352,1967.0,哈萨克斯坦,2020.04.21,亚洲
7353,1952.0,巴林,2020.04.21,亚洲
7354,1908.0,克罗地亚,2020.04.21,欧洲
7355,1778.0,冰岛,2020.04.21,欧洲
7356,1657.0,乌兹别克斯坦,2020.04.21,亚洲
7357,1574.0,伊拉克,2020.04.21,亚洲
7358,1552.0,爱沙尼亚,2020.04.21,欧洲
7359,1508.0,阿曼,2020.04.21,亚洲
7360,1480.0,阿塞拜疆,2020.04.21,亚洲
7361,1445.0,新西兰,2020.04.21,大洋洲
7362,1401.0,亚美尼亚,2020.04.21,亚洲
7363,1350.0,立陶宛,2020.04.21,欧洲
7364,1344.0,斯洛文尼亚,2020.04.21,欧洲
7365,1199.0,斯洛伐克,2020.04.21,欧洲
7366,1163.0,喀麦隆,2020.04.21,非洲
7367,1092.0,阿富汗,2020.04.21,亚洲
7368,1087.0,古巴,2020.04.21,北美洲
7369,1042.0,加纳,2020.04.21,非洲
7370,966.0,保加利亚,2020.04.21,欧洲
7371,884.0,突尼斯,2020.04.21,非洲
7372,846.0,吉布提,2020.04.21,非洲
7373,772.0,塞浦路斯,2020.04.21,亚洲
7374,748.0,拉脱维亚,2020.04.21,欧洲
7375,717.0,安道尔,2020.04.21,欧洲
7376,677.0,黎巴嫩,2020.04.21,亚洲
7377,665.0,尼日利亚,2020.04.21,非洲
7378,662.0,哥斯达黎加,2020.04.21,北美洲
7379,655.0,尼日尔,2020.04.21,非洲
7380,622.0,几内亚,2020.04.21,非洲
7381,609.0,阿尔巴尼亚,2020.04.21,欧洲
7382,598.0,玻利维亚,2020.04.21,南美洲
7383,590.0,吉尔吉斯斯坦,2020.04.21,亚洲
7384,581.0,布基纳法索,2020.04.21,非洲
7385,535.0,乌拉圭,2020.04.21,南美洲
7386,494.0,洪都拉斯,2020.04.21,北美洲
7387,476.0,圣马力诺,2020.04.21,欧洲
7388,443.0,马耳他,2020.04.21,欧洲
7389,412.0,塞内加尔,2020.04.21,非洲
7390,328.0,毛里求斯,2020.04.21,非洲
7391,313.0,黑山,2020.04.21,欧洲
7392,310.0,斯里兰卡,2020.04.21,亚洲
7393,296.0,肯尼亚,2020.04.21,非洲
7394,294.0,危地马拉,2020.04.21,北美洲
7395,285.0,委内瑞拉,2020.04.21,南美洲
7396,268.0,越南,2020.04.21,亚洲
7397,258.0,马里,2020.04.21,非洲
7398,254.0,坦桑尼亚,2020.04.21,非洲
7399,237.0,索马里,2020.04.21,非洲
7400,208.0,巴拉圭,2020.04.21,南美洲
7401,147.0,卢旺达,2020.04.21,非洲
7402,138.0,文莱,2020.04.21,亚洲
7403,122.0,柬埔寨,2020.04.21,亚洲
7404,121.0,马达加斯加,2020.04.21,非洲
7405,120.0,加蓬,2020.04.21,非洲
7406,119.0,缅甸,2020.04.21,亚洲
7407,114.0,埃塞俄比亚,2020.04.21,非洲
7408,107.0,苏丹,2020.04.21,非洲
7409,101.0,利比里亚,2020.04.21,非洲
7410,94.0,摩纳哥,2020.04.21,欧洲
7411,84.0,多哥,2020.04.21,非洲
7412,83.0,马尔代夫,2020.04.21,亚洲
7413,79.0,赤道几内亚,2020.04.21,非洲
7414,70.0,赞比亚,2020.04.21,非洲
7415,67.0,佛得角,2020.04.21,非洲
7416,66.0,圭亚那,2020.04.21,南美洲
7417,58.0,乌干达,2020.04.21,非洲
7418,57.0,海地,2020.04.21,北美洲
7419,54.0,贝宁,2020.04.21,非洲
7420,50.0,几内亚比绍,2020.04.21,非洲
7421,43.0,尼泊尔,2020.04.21,亚洲
7422,39.0,莫桑比克,2020.04.21,非洲
7423,39.0,厄立特里亚,2020.04.21,非洲
7424,39.0,叙利亚,2020.04.21,亚洲
7425,34.0,蒙古,2020.04.21,亚洲
7426,33.0,乍得,2020.04.21,非洲
7427,25.0,津巴布韦,2020.04.21,非洲
7428,24.0,斯威士兰,2020.04.21,非洲
7429,24.0,安哥拉,2020.04.21,非洲
7430,23.0,东帝汶,2020.04.21,亚洲
7431,19.0,老挝,2020.04.21,亚洲
7432,18.0,伯利兹,2020.04.21,北美洲
7433,16.0,纳米比亚,2020.04.21,非洲
7434,14.0,中非共和国,2020.04.21,非洲
7435,11.0,塞舌尔,2020.04.21,非洲
7436,10.0,苏里南,2020.04.21,南美洲
7437,10.0,尼加拉瓜,2020.04.21,北美洲
7438,10.0,冈比亚,2020.04.21,非洲
7439,7.0,毛里塔尼亚,2020.04.21,非洲
7440,7.0,巴布亚新几内亚,2020.04.21,大洋洲
7441,6.0,不丹,2020.04.21,亚洲
7442,826248.0,美国,2020.04.22,北美洲
7443,208389.0,西班牙,2020.04.22,欧洲
7444,183957.0,意大利,2020.04.22,欧洲
7445,159315.0,法国,2020.04.22,欧洲
7446,149044.0,德国,2020.04.22,欧洲
7447,134635.0,英国,2020.04.22,欧洲
7448,95591.0,土耳其,2020.04.22,亚洲
7449,85996.0,伊朗,2020.04.22,亚洲
7450,84302.0,中国,2020.04.22,亚洲
7451,57999.0,俄罗斯,2020.04.22,欧洲
7452,43592.0,巴西,2020.04.22,南美洲
7453,41889.0,比利时,2020.04.22,欧洲
7454,39405.0,加拿大,2020.04.22,北美洲
7455,35026.0,荷兰,2020.04.22,欧洲
7456,28268.0,瑞士,2020.04.22,欧洲
7457,21982.0,葡萄牙,2020.04.22,欧洲
7458,20471.0,印度,2020.04.22,亚洲
7459,17837.0,秘鲁,2020.04.22,南美洲
7460,16040.0,爱尔兰,2020.04.22,欧洲
7461,16004.0,瑞典,2020.04.22,欧洲
7462,14925.0,奥地利,2020.04.22,欧洲
7463,14326.0,以色列,2020.04.22,亚洲
7464,12772.0,沙特阿拉伯,2020.04.22,亚洲
7465,11296.0,智利,2020.04.22,南美洲
7466,10694.0,韩国,2020.04.22,亚洲
7467,10398.0,厄瓜多尔,2020.04.22,南美洲
7468,10141.0,新加坡,2020.04.22,亚洲
7469,10076.0,巴基斯坦,2020.04.22,亚洲
7470,10034.0,波兰,2020.04.22,欧洲
7471,9710.0,罗马尼亚,2020.04.22,欧洲
7472,9501.0,墨西哥,2020.04.22,北美洲
7473,8238.0,阿联酋,2020.04.22,亚洲
7474,8108.0,丹麦,2020.04.22,欧洲
7475,7418.0,印度尼西亚,2020.04.22,亚洲
7476,7281.0,白俄罗斯,2020.04.22,欧洲
7477,7275.0,挪威,2020.04.22,欧洲
7478,7141.0,卡塔尔,2020.04.22,亚洲
7479,6710.0,菲律宾,2020.04.22,亚洲
7480,6630.0,塞尔维亚,2020.04.22,欧洲
7481,6592.0,乌克兰,2020.04.22,欧洲
7482,6547.0,澳大利亚,2020.04.22,大洋洲
7483,5532.0,马来西亚,2020.04.22,亚洲
7484,5300.0,多米尼加,2020.04.22,北美洲
7485,4821.0,巴拿马,2020.04.22,北美洲
7486,4149.0,哥伦比亚,2020.04.22,南美洲
7487,4129.0,芬兰,2020.04.22,欧洲
7488,3618.0,卢森堡,2020.04.22,欧洲
7489,3490.0,埃及,2020.04.22,非洲
7490,3465.0,南非,2020.04.22,非洲
7491,3377.0,摩洛哥,2020.04.22,非洲
7492,3144.0,阿根廷,2020.04.22,南美洲
7493,2826.0,泰国,2020.04.22,亚洲
7494,2811.0,阿尔及利亚,2020.04.22,非洲
7495,2408.0,希腊,2020.04.22,欧洲
7496,2248.0,科威特,2020.04.22,亚洲
7497,2168.0,匈牙利,2020.04.22,欧洲
7498,2070.0,哈萨克斯坦,2020.04.22,亚洲
7499,2009.0,巴林,2020.04.22,亚洲
7500,1950.0,克罗地亚,2020.04.22,欧洲
7501,1785.0,冰岛,2020.04.22,欧洲
7502,1692.0,乌兹别克斯坦,2020.04.22,亚洲
7503,1614.0,阿曼,2020.04.22,亚洲
7504,1602.0,伊拉克,2020.04.22,亚洲
7505,1559.0,爱沙尼亚,2020.04.22,欧洲
7506,1518.0,阿塞拜疆,2020.04.22,亚洲
7507,1473.0,亚美尼亚,2020.04.22,亚洲
7508,1451.0,新西兰,2020.04.22,大洋洲
7509,1370.0,立陶宛,2020.04.22,欧洲
7510,1353.0,斯洛文尼亚,2020.04.22,欧洲
7511,1244.0,斯洛伐克,2020.04.22,欧洲
7512,1189.0,古巴,2020.04.22,北美洲
7513,1176.0,阿富汗,2020.04.22,亚洲
7514,1163.0,喀麦隆,2020.04.22,非洲
7515,1154.0,加纳,2020.04.22,非洲
7516,1024.0,保加利亚,2020.04.22,欧洲
7517,974.0,吉布提,2020.04.22,非洲
7518,901.0,突尼斯,2020.04.22,非洲
7519,790.0,塞浦路斯,2020.04.22,亚洲
7520,782.0,尼日利亚,2020.04.22,非洲
7521,761.0,拉脱维亚,2020.04.22,欧洲
7522,761.0,几内亚,2020.04.22,非洲
7523,717.0,安道尔,2020.04.22,欧洲
7524,682.0,黎巴嫩,2020.04.22,亚洲
7525,669.0,哥斯达黎加,2020.04.22,北美洲
7526,657.0,尼日尔,2020.04.22,非洲
7527,634.0,阿尔巴尼亚,2020.04.22,欧洲
7528,612.0,吉尔吉斯斯坦,2020.04.22,亚洲
7529,609.0,玻利维亚,2020.04.22,南美洲
7530,600.0,布基纳法索,2020.04.22,非洲
7531,543.0,乌拉圭,2020.04.22,南美洲
7532,510.0,洪都拉斯,2020.04.22,北美洲
7533,488.0,圣马力诺,2020.04.22,欧洲
7534,444.0,马耳他,2020.04.22,欧洲
7535,442.0,塞内加尔,2020.04.22,非洲
7536,329.0,毛里求斯,2020.04.22,非洲
7537,323.0,斯里兰卡,2020.04.22,亚洲
7538,316.0,危地马拉,2020.04.22,北美洲
7539,315.0,黑山,2020.04.22,欧洲
7540,303.0,肯尼亚,2020.04.22,非洲
7541,293.0,马里,2020.04.22,非洲
7542,288.0,委内瑞拉,2020.04.22,南美洲
7543,286.0,索马里,2020.04.22,非洲
7544,284.0,坦桑尼亚,2020.04.22,非洲
7545,268.0,越南,2020.04.22,亚洲
7546,213.0,巴拉圭,2020.04.22,南美洲
7547,156.0,加蓬,2020.04.22,非洲
7548,150.0,卢旺达,2020.04.22,非洲
7549,140.0,苏丹,2020.04.22,非洲
7550,138.0,文莱,2020.04.22,亚洲
7551,122.0,柬埔寨,2020.04.22,亚洲
7552,121.0,马达加斯加,2020.04.22,非洲
7553,121.0,缅甸,2020.04.22,亚洲
7554,116.0,埃塞俄比亚,2020.04.22,非洲
7555,101.0,利比里亚,2020.04.22,非洲
7556,94.0,摩纳哥,2020.04.22,欧洲
7557,88.0,多哥,2020.04.22,非洲
7558,86.0,马尔代夫,2020.04.22,亚洲
7559,83.0,赤道几内亚,2020.04.22,非洲
7560,74.0,赞比亚,2020.04.22,非洲
7561,68.0,佛得角,2020.04.22,非洲
7562,67.0,圭亚那,2020.04.22,南美洲
7563,61.0,乌干达,2020.04.22,非洲
7564,58.0,海地,2020.04.22,北美洲
7565,54.0,贝宁,2020.04.22,非洲
7566,50.0,几内亚比绍,2020.04.22,非洲
7567,45.0,尼泊尔,2020.04.22,亚洲
7568,42.0,叙利亚,2020.04.22,亚洲
7569,41.0,莫桑比克,2020.04.22,非洲
7570,39.0,厄立特里亚,2020.04.22,非洲
7571,35.0,蒙古,2020.04.22,亚洲
7572,33.0,乍得,2020.04.22,非洲
7573,31.0,斯威士兰,2020.04.22,非洲
7574,28.0,津巴布韦,2020.04.22,非洲
7575,24.0,安哥拉,2020.04.22,非洲
7576,23.0,东帝汶,2020.04.22,亚洲
7577,19.0,老挝,2020.04.22,亚洲
7578,18.0,伯利兹,2020.04.22,北美洲
7579,16.0,纳米比亚,2020.04.22,非洲
7580,14.0,中非共和国,2020.04.22,非洲
7581,11.0,塞舌尔,2020.04.22,非洲
7582,10.0,苏里南,2020.04.22,南美洲
7583,10.0,尼加拉瓜,2020.04.22,北美洲
7584,10.0,冈比亚,2020.04.22,非洲
7585,8.0,巴布亚新几内亚,2020.04.22,大洋洲
7586,7.0,毛里塔尼亚,2020.04.22,非洲
7587,6.0,不丹,2020.04.22,亚洲
7588,843981.0,美国,2020.04.23,北美洲
7589,213024.0,西班牙,2020.04.23,欧洲
7590,187327.0,意大利,2020.04.23,欧洲
7591,157135.0,法国,2020.04.23,欧洲
7592,151175.0,德国,2020.04.23,欧洲
7593,139243.0,英国,2020.04.23,欧洲
7594,98674.0,土耳其,2020.04.23,亚洲
7595,87026.0,伊朗,2020.04.23,亚洲
7596,84311.0,中国,2020.04.23,亚洲
7597,62773.0,俄罗斯,2020.04.23,欧洲
7598,46348.0,巴西,2020.04.23,南美洲
7599,42797.0,比利时,2020.04.23,欧洲
7600,41667.0,加拿大,2020.04.23,北美洲
7601,35921.0,荷兰,2020.04.23,欧洲
7602,28496.0,瑞士,2020.04.23,欧洲
7603,22353.0,葡萄牙,2020.04.23,欧洲
7604,21797.0,印度,2020.04.23,亚洲
7605,19250.0,秘鲁,2020.04.23,南美洲
7606,16755.0,瑞典,2020.04.23,欧洲
7607,16671.0,爱尔兰,2020.04.23,欧洲
7608,15002.0,奥地利,2020.04.23,欧洲
7609,14592.0,以色列,2020.04.23,亚洲
7610,13930.0,沙特阿拉伯,2020.04.23,亚洲
7611,11812.0,智利,2020.04.23,南美洲
7612,11178.0,新加坡,2020.04.23,亚洲
7613,10850.0,厄瓜多尔,2020.04.23,南美洲
7614,10811.0,巴基斯坦,2020.04.23,亚洲
7615,10702.0,韩国,2020.04.23,亚洲
7616,10544.0,墨西哥,2020.04.23,北美洲
7617,10346.0,波兰,2020.04.23,欧洲
7618,10096.0,罗马尼亚,2020.04.23,欧洲
7619,8756.0,阿联酋,2020.04.23,亚洲
7620,8271.0,丹麦,2020.04.23,欧洲
7621,8022.0,白俄罗斯,2020.04.23,欧洲
7622,7775.0,印度尼西亚,2020.04.23,亚洲
7623,7764.0,卡塔尔,2020.04.23,亚洲
7624,7361.0,挪威,2020.04.23,欧洲
7625,7170.0,乌克兰,2020.04.23,欧洲
7626,6981.0,菲律宾,2020.04.23,亚洲
7627,6630.0,塞尔维亚,2020.04.23,欧洲
7628,6547.0,澳大利亚,2020.04.23,大洋洲
7629,5603.0,马来西亚,2020.04.23,亚洲
7630,5543.0,多米尼加,2020.04.23,北美洲
7631,4992.0,巴拿马,2020.04.23,北美洲
7632,4356.0,哥伦比亚,2020.04.23,南美洲
7633,4284.0,芬兰,2020.04.23,欧洲
7634,3659.0,埃及,2020.04.23,非洲
7635,3654.0,卢森堡,2020.04.23,欧洲
7636,3635.0,南非,2020.04.23,非洲
7637,3537.0,摩洛哥,2020.04.23,非洲
7638,3288.0,阿根廷,2020.04.23,南美洲
7639,2910.0,阿尔及利亚,2020.04.23,非洲
7640,2839.0,泰国,2020.04.23,亚洲
7641,2463.0,希腊,2020.04.23,欧洲
7642,2399.0,科威特,2020.04.23,亚洲
7643,2284.0,匈牙利,2020.04.23,欧洲
7644,2251.0,哈萨克斯坦,2020.04.23,亚洲
7645,2098.0,巴林,2020.04.23,亚洲
7646,1981.0,克罗地亚,2020.04.23,欧洲
7647,1789.0,冰岛,2020.04.23,欧洲
7648,1735.0,乌兹别克斯坦,2020.04.23,亚洲
7649,1716.0,阿曼,2020.04.23,亚洲
7650,1677.0,伊拉克,2020.04.23,亚洲
7651,1592.0,爱沙尼亚,2020.04.23,欧洲
7652,1548.0,阿塞拜疆,2020.04.23,亚洲
7653,1523.0,亚美尼亚,2020.04.23,亚洲
7654,1451.0,新西兰,2020.04.23,大洋洲
7655,1398.0,立陶宛,2020.04.23,欧洲
7656,1366.0,斯洛文尼亚,2020.04.23,欧洲
7657,1325.0,斯洛伐克,2020.04.23,欧洲
7658,1279.0,阿富汗,2020.04.23,亚洲
7659,1235.0,古巴,2020.04.23,北美洲
7660,1163.0,喀麦隆,2020.04.23,非洲
7661,1154.0,加纳,2020.04.23,非洲
7662,1097.0,保加利亚,2020.04.23,欧洲
7663,986.0,吉布提,2020.04.23,非洲
7664,909.0,突尼斯,2020.04.23,非洲
7665,873.0,尼日利亚,2020.04.23,非洲
7666,795.0,塞浦路斯,2020.04.23,亚洲
7667,778.0,拉脱维亚,2020.04.23,欧洲
7668,761.0,几内亚,2020.04.23,非洲
7669,723.0,安道尔,2020.04.23,欧洲
7670,688.0,黎巴嫩,2020.04.23,亚洲
7671,681.0,哥斯达黎加,2020.04.23,北美洲
7672,672.0,玻利维亚,2020.04.23,南美洲
7673,663.0,阿尔巴尼亚,2020.04.23,欧洲
7674,662.0,尼日尔,2020.04.23,非洲
7675,631.0,吉尔吉斯斯坦,2020.04.23,亚洲
7676,609.0,布基纳法索,2020.04.23,非洲
7677,549.0,乌拉圭,2020.04.23,南美洲
7678,519.0,洪都拉斯,2020.04.23,北美洲
7679,501.0,圣马力诺,2020.04.23,欧洲
7680,479.0,塞内加尔,2020.04.23,非洲
7681,445.0,马耳他,2020.04.23,欧洲
7682,342.0,危地马拉,2020.04.23,北美洲
7683,340.0,斯里兰卡,2020.04.23,亚洲
7684,331.0,毛里求斯,2020.04.23,非洲
7685,320.0,肯尼亚,2020.04.23,非洲
7686,316.0,黑山,2020.04.23,欧洲
7687,298.0,委内瑞拉,2020.04.23,南美洲
7688,293.0,马里,2020.04.23,非洲
7689,286.0,索马里,2020.04.23,非洲
7690,284.0,坦桑尼亚,2020.04.23,非洲
7691,268.0,越南,2020.04.23,亚洲
7692,213.0,巴拉圭,2020.04.23,南美洲
7693,166.0,加蓬,2020.04.23,非洲
7694,162.0,苏丹,2020.04.23,非洲
7695,153.0,卢旺达,2020.04.23,非洲
7696,138.0,文莱,2020.04.23,亚洲
7697,132.0,缅甸,2020.04.23,亚洲
7698,122.0,柬埔寨,2020.04.23,亚洲
7699,121.0,马达加斯加,2020.04.23,非洲
7700,116.0,埃塞俄比亚,2020.04.23,非洲
7701,101.0,利比里亚,2020.04.23,非洲
7702,94.0,摩纳哥,2020.04.23,欧洲
7703,94.0,马尔代夫,2020.04.23,亚洲
7704,88.0,多哥,2020.04.23,非洲
7705,84.0,赤道几内亚,2020.04.23,非洲
7706,82.0,佛得角,2020.04.23,非洲
7707,74.0,赞比亚,2020.04.23,非洲
7708,67.0,圭亚那,2020.04.23,南美洲
7709,63.0,乌干达,2020.04.23,非洲
7710,62.0,海地,2020.04.23,北美洲
7711,54.0,贝宁,2020.04.23,非洲
7712,50.0,几内亚比绍,2020.04.23,非洲
7713,47.0,尼泊尔,2020.04.23,亚洲
7714,42.0,叙利亚,2020.04.23,亚洲
7715,41.0,莫桑比克,2020.04.23,非洲
7716,39.0,厄立特里亚,2020.04.23,非洲
7717,35.0,蒙古,2020.04.23,亚洲
7718,33.0,乍得,2020.04.23,非洲
7719,31.0,斯威士兰,2020.04.23,非洲
7720,28.0,津巴布韦,2020.04.23,非洲
7721,25.0,安哥拉,2020.04.23,非洲
7722,23.0,东帝汶,2020.04.23,亚洲
7723,19.0,老挝,2020.04.23,亚洲
7724,18.0,伯利兹,2020.04.23,北美洲
7725,16.0,纳米比亚,2020.04.23,非洲
7726,14.0,中非共和国,2020.04.23,非洲
7727,11.0,塞舌尔,2020.04.23,非洲
7728,10.0,苏里南,2020.04.23,南美洲
7729,10.0,尼加拉瓜,2020.04.23,北美洲
7730,10.0,冈比亚,2020.04.23,非洲
7731,8.0,巴布亚新几内亚,2020.04.23,大洋洲
7732,7.0,毛里塔尼亚,2020.04.23,非洲
7733,7.0,不丹,2020.04.23,亚洲
7734,871285.0,美国,2020.04.24,北美洲
7735,219764.0,西班牙,2020.04.24,欧洲
7736,189973.0,意大利,2020.04.24,欧洲
7737,159495.0,法国,2020.04.24,欧洲
7738,153584.0,德国,2020.04.24,欧洲
7739,144632.0,英国,2020.04.24,欧洲
7740,101790.0,土耳其,2020.04.24,亚洲
7741,88194.0,伊朗,2020.04.24,亚洲
7742,84324.0,中国,2020.04.24,亚洲
7743,68622.0,俄罗斯,2020.04.24,欧洲
7744,50512.0,巴西,2020.04.24,南美洲
7745,44293.0,比利时,2020.04.24,欧洲
7746,43407.0,加拿大,2020.04.24,北美洲
7747,36727.0,荷兰,2020.04.24,欧洲
7748,28677.0,瑞士,2020.04.24,欧洲
7749,23502.0,印度,2020.04.24,亚洲
7750,22797.0,葡萄牙,2020.04.24,欧洲
7751,20914.0,秘鲁,2020.04.24,南美洲
7752,17607.0,爱尔兰,2020.04.24,欧洲
7753,17567.0,瑞典,2020.04.24,欧洲
7754,15102.0,沙特阿拉伯,2020.04.24,亚洲
7755,15071.0,奥地利,2020.04.24,欧洲
7756,14882.0,以色列,2020.04.24,亚洲
7757,12075.0,新加坡,2020.04.24,亚洲
7758,11812.0,智利,2020.04.24,南美洲
7759,11633.0,墨西哥,2020.04.24,北美洲
7760,11183.0,厄瓜多尔,2020.04.24,南美洲
7761,11155.0,巴基斯坦,2020.04.24,亚洲
7762,10759.0,波兰,2020.04.24,欧洲
7763,10708.0,韩国,2020.04.24,亚洲
7764,10417.0,罗马尼亚,2020.04.24,欧洲
7765,9281.0,阿联酋,2020.04.24,亚洲
7766,8773.0,白俄罗斯,2020.04.24,欧洲
7767,8525.0,卡塔尔,2020.04.24,亚洲
7768,8408.0,丹麦,2020.04.24,欧洲
7769,8211.0,印度尼西亚,2020.04.24,亚洲
7770,7647.0,乌克兰,2020.04.24,欧洲
7771,7401.0,挪威,2020.04.24,欧洲
7772,7192.0,菲律宾,2020.04.24,亚洲
7773,6661.0,澳大利亚,2020.04.24,大洋洲
7774,6630.0,塞尔维亚,2020.04.24,欧洲
7775,5691.0,马来西亚,2020.04.24,亚洲
7776,5543.0,多米尼加,2020.04.24,北美洲
7777,5166.0,巴拿马,2020.04.24,北美洲
7778,4561.0,哥伦比亚,2020.04.24,南美洲
7779,4395.0,芬兰,2020.04.24,欧洲
7780,4092.0,埃及,2020.04.24,非洲
7781,3953.0,南非,2020.04.24,非洲
7782,3692.0,摩洛哥,2020.04.24,非洲
7783,3665.0,卢森堡,2020.04.24,欧洲
7784,3435.0,阿根廷,2020.04.24,南美洲
7785,3007.0,阿尔及利亚,2020.04.24,非洲
7786,2854.0,泰国,2020.04.24,亚洲
7787,2614.0,科威特,2020.04.24,亚洲
7788,2506.0,巴林,2020.04.24,亚洲
7789,2490.0,希腊,2020.04.24,欧洲
7790,2383.0,匈牙利,2020.04.24,欧洲
7791,2376.0,哈萨克斯坦,2020.04.24,亚洲
7792,2009.0,克罗地亚,2020.04.24,欧洲
7793,1790.0,阿曼,2020.04.24,亚洲
7794,1789.0,冰岛,2020.04.24,欧洲
7795,1778.0,乌兹别克斯坦,2020.04.24,亚洲
7796,1677.0,伊拉克,2020.04.24,亚洲
7797,1605.0,爱沙尼亚,2020.04.24,欧洲
7798,1596.0,亚美尼亚,2020.04.24,亚洲
7799,1592.0,阿塞拜疆,2020.04.24,亚洲
7800,1456.0,新西兰,2020.04.24,大洋洲
7801,1430.0,喀麦隆,2020.04.24,非洲
7802,1410.0,立陶宛,2020.04.24,欧洲
7803,1373.0,斯洛文尼亚,2020.04.24,欧洲
7804,1360.0,斯洛伐克,2020.04.24,欧洲
7805,1351.0,阿富汗,2020.04.24,亚洲
7806,1279.0,加纳,2020.04.24,非洲
7807,1235.0,古巴,2020.04.24,北美洲
7808,1188.0,保加利亚,2020.04.24,欧洲
7809,999.0,吉布提,2020.04.24,非洲
7810,981.0,尼日利亚,2020.04.24,非洲
7811,918.0,突尼斯,2020.04.24,非洲
7812,862.0,几内亚,2020.04.24,非洲
7813,804.0,塞浦路斯,2020.04.24,亚洲
7814,784.0,拉脱维亚,2020.04.24,欧洲
7815,723.0,安道尔,2020.04.24,欧洲
7816,703.0,玻利维亚,2020.04.24,南美洲
7817,696.0,黎巴嫩,2020.04.24,亚洲
7818,686.0,哥斯达黎加,2020.04.24,北美洲
7819,678.0,阿尔巴尼亚,2020.04.24,欧洲
7820,671.0,尼日尔,2020.04.24,非洲
7821,656.0,吉尔吉斯斯坦,2020.04.24,亚洲
7822,616.0,布基纳法索,2020.04.24,非洲
7823,562.0,洪都拉斯,2020.04.24,北美洲
7824,557.0,乌拉圭,2020.04.24,南美洲
7825,545.0,塞内加尔,2020.04.24,非洲
7826,501.0,圣马力诺,2020.04.24,欧洲
7827,447.0,马耳他,2020.04.24,欧洲
7828,416.0,斯里兰卡,2020.04.24,亚洲
7829,384.0,危地马拉,2020.04.24,北美洲
7830,336.0,肯尼亚,2020.04.24,非洲
7831,331.0,毛里求斯,2020.04.24,非洲
7832,328.0,索马里,2020.04.24,非洲
7833,319.0,黑山,2020.04.24,欧洲
7834,311.0,委内瑞拉,2020.04.24,南美洲
7835,309.0,马里,2020.04.24,非洲
7836,284.0,坦桑尼亚,2020.04.24,非洲
7837,270.0,越南,2020.04.24,亚洲
7838,220.0,巴拉圭,2020.04.24,南美洲
7839,174.0,苏丹,2020.04.24,非洲
7840,167.0,加蓬,2020.04.24,非洲
7841,154.0,卢旺达,2020.04.24,非洲
7842,139.0,缅甸,2020.04.24,亚洲
7843,138.0,文莱,2020.04.24,亚洲
7844,122.0,柬埔寨,2020.04.24,亚洲
7845,122.0,马达加斯加,2020.04.24,非洲
7846,117.0,埃塞俄比亚,2020.04.24,非洲
7847,117.0,利比里亚,2020.04.24,非洲
7848,116.0,马尔代夫,2020.04.24,亚洲
7849,94.0,摩纳哥,2020.04.24,欧洲
7850,90.0,多哥,2020.04.24,非洲
7851,88.0,佛得角,2020.04.24,非洲
7852,84.0,赤道几内亚,2020.04.24,非洲
7853,76.0,赞比亚,2020.04.24,非洲
7854,74.0,乌干达,2020.04.24,非洲
7855,72.0,海地,2020.04.24,北美洲
7856,70.0,圭亚那,2020.04.24,南美洲
7857,54.0,贝宁,2020.04.24,非洲
7858,50.0,几内亚比绍,2020.04.24,非洲
7859,48.0,尼泊尔,2020.04.24,亚洲
7860,46.0,莫桑比克,2020.04.24,非洲
7861,42.0,叙利亚,2020.04.24,亚洲
7862,40.0,乍得,2020.04.24,非洲
7863,39.0,厄立特里亚,2020.04.24,非洲
7864,36.0,蒙古,2020.04.24,亚洲
7865,36.0,斯威士兰,2020.04.24,非洲
7866,29.0,津巴布韦,2020.04.24,非洲
7867,25.0,安哥拉,2020.04.24,非洲
7868,23.0,东帝汶,2020.04.24,亚洲
7869,19.0,老挝,2020.04.24,亚洲
